== RENDER LOGGER ==
Study the following SDL_RenderCopyEx() calls to debug render-related issues.
Enable render logger mode on your computer by setting the RENDERLOGGER environmental variable.
frame:actor_id:actor_name

194:-1: dstrect 351.821 149.93 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 260.464 178.957 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 313.887 214.427 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 293.834 213.111 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 273.703 132.296 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 308.883 214.894 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 339.214 202.458 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 354.146 158.275 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 259.514 174.379 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 259.923 157.236 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 259.209 172.073 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 259.352 173.262 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 263.971 188.339 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 293.862 213.119 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 286.245 210.246 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 289.261 211.562 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 258.933 167.008 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 268.799 196.084 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 285.89 123.792 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 267.929 138.958 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 279.807 127.333 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 346.111 194.666 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 328.821 209.653 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
194:-1: dstrect 301.379 214.611 26.1333 26.1333 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 355.299 147.44 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 295.875 217.952 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 267.556 133.549 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 355.669 148.365 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 291.71 117.561 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 340.819 127.529 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 355.828 148.78 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 256.858 180.226 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 314.733 218.651 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 293.009 217.226 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 271.201 129.676 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 309.312 219.157 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 342.171 205.685 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 358.347 157.82 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 255.829 175.267 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 256.272 156.694 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 255.499 172.768 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 255.654 174.057 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 260.657 190.389 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 293.04 217.235 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 284.787 214.122 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 288.055 215.547 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 255.2 167.281 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 265.888 198.78 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 284.403 120.463 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 264.945 136.893 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 277.813 124.3 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 349.642 197.244 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 330.911 213.479 25.6 25.6 angle 0 flip 0 renderscale 1 1
195:-1: dstrect 301.182 218.851 25.6 25.6 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 359.266 146.187 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 295.271 222.123 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 264.773 131.228 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 359.664 147.182 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 290.785 114.009 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 343.672 124.744 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 359.835 147.63 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 253.252 181.494 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 315.579 222.876 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 292.184 221.341 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 268.699 127.056 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 309.741 223.42 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 345.127 208.912 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 362.548 157.365 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 252.145 176.154 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 252.622 156.153 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 251.789 173.463 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 251.956 174.851 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 257.343 192.44 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 292.217 221.35 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 283.33 217.998 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 286.849 219.533 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 251.467 167.554 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 262.977 201.476 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 282.916 117.135 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 261.961 134.829 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 275.819 121.267 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 353.174 199.822 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 333.002 217.306 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
196:-1: dstrect 300.986 223.09 25.0667 25.0667 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 363.233 144.933 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 294.667 226.293 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 261.99 128.906 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 363.659 146 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 289.86 110.457 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 346.524 121.959 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 363.843 146.479 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 249.646 182.763 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 316.426 227.1 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 291.359 225.456 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 266.196 124.436 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 310.17 227.684 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 348.084 212.139 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 366.749 156.91 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 248.46 177.041 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 248.971 155.611 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 248.078 174.158 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 248.257 175.645 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 254.03 194.49 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 291.394 225.466 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 281.872 221.874 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 285.643 223.519 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 247.733 167.827 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 260.065 204.172 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 281.43 113.806 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 258.977 132.764 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 273.825 118.233 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 356.705 202.4 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 335.093 221.132 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
197:-1: dstrect 300.79 227.33 24.5333 24.5333 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 367.199 143.68 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 294.062 230.464 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 259.207 126.584 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 367.654 144.818 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 288.936 106.905 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 349.377 119.174 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 367.85 145.329 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 246.04 184.032 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 317.272 231.325 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 290.534 229.571 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 263.694 121.816 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 310.6 231.947 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 351.041 215.366 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 370.95 156.455 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 244.775 177.928 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 245.32 155.07 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 244.368 174.853 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 244.559 176.439 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 250.716 196.541 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 290.572 229.581 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 280.415 225.75 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 284.437 227.504 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 244 168.1 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 257.154 206.868 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 279.943 110.478 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 255.994 130.699 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 271.831 115.2 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 360.237 204.977 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 337.183 224.959 24 24 angle 0 flip 0 renderscale 1 1
198:-1: dstrect 300.594 231.57 24 24 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 371.166 142.427 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 293.458 234.635 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 256.425 124.262 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 371.649 143.636 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 288.011 103.354 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 352.23 116.39 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 371.857 144.179 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 242.435 185.3 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 318.118 235.549 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 289.709 233.685 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 261.191 119.196 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 311.029 236.211 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 353.997 218.593 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 375.151 156 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 241.09 178.815 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 241.669 154.528 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 240.658 175.548 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 240.86 177.233 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 247.403 198.591 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 289.749 233.697 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 278.958 229.626 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 283.231 231.49 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 240.267 168.373 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 254.243 209.564 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 278.456 107.15 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 253.01 128.635 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 269.837 112.167 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 363.768 207.555 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 339.274 228.786 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
199:-1: dstrect 300.397 235.81 23.4667 23.4667 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 375.132 141.173 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 292.853 238.805 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 253.642 121.94 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 375.644 142.454 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 287.086 99.8019 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 355.083 113.605 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 375.865 143.029 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 238.829 186.569 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 318.964 239.774 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 288.884 237.8 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 258.689 116.577 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 311.458 240.474 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 356.954 221.82 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 379.352 155.545 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 237.405 179.702 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 238.018 153.987 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 236.947 176.243 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 237.162 178.027 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 244.089 200.642 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 288.927 237.812 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 277.5 233.502 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 282.025 235.476 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 236.533 168.646 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 251.332 212.259 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 276.969 103.821 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 250.026 126.57 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 267.844 109.133 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 367.3 210.133 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 341.365 232.612 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
200:-1: dstrect 300.201 240.05 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 379.099 139.92 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 292.249 242.976 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 250.859 119.618 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 379.639 141.271 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 286.161 96.2502 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 357.935 110.82 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 379.872 141.878 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 235.223 187.838 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 319.81 243.998 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 288.059 241.915 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 256.186 113.957 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 311.887 244.737 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 359.911 225.047 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 383.553 155.09 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 233.72 180.59 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 234.367 153.445 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 233.237 176.938 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 233.464 178.821 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 240.776 202.692 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 288.104 241.928 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 276.043 237.378 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 280.819 239.461 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 232.8 168.919 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 248.42 214.955 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 275.482 100.493 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 247.042 124.505 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 265.85 106.1 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 370.831 212.711 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 343.455 236.439 22.4 22.4 angle 0 flip 0 renderscale 1 1
201:-1: dstrect 300.005 244.289 22.4 22.4 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 383.066 138.667 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 291.644 247.146 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 248.076 117.297 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 383.634 140.089 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 285.236 92.6984 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 360.788 108.035 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 383.879 140.728 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 231.617 189.106 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 320.656 248.223 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 287.234 246.03 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 253.684 111.337 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 312.316 249.001 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 362.868 228.274 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 387.754 154.635 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 230.035 181.477 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 230.716 152.904 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 229.527 177.633 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 229.765 179.615 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 237.462 204.743 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 287.282 246.043 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 274.585 241.254 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 279.613 243.447 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 229.067 169.192 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 245.509 217.651 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 273.995 97.1641 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 244.059 122.441 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 263.856 103.067 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 374.363 215.288 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 345.546 240.265 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
202:-1: dstrect 299.809 248.529 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 387.032 137.413 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 291.04 251.317 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 245.293 114.975 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 387.629 138.907 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 284.311 89.1467 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 363.641 105.25 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 387.887 139.578 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 228.011 190.375 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 321.502 252.447 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 286.409 250.145 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 251.181 108.717 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 312.745 253.264 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 365.824 231.501 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 391.955 154.18 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 226.35 182.364 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 227.066 152.362 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 225.816 178.328 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 226.067 180.409 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 234.148 206.793 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 286.459 250.159 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 273.128 245.13 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 278.407 247.433 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 225.333 169.465 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 242.598 220.347 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 272.508 93.8357 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 241.075 120.376 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 261.862 100.033 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 377.894 217.866 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 347.636 244.092 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
203:-1: dstrect 299.613 252.769 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 390.999 136.16 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 290.435 255.488 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 242.51 112.653 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 391.624 137.725 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 283.386 85.595 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 366.494 102.465 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 391.894 138.427 20.8 20.8 angle 0 flip 0 renderscale 1 1
204:-1: dstrect 224.406 191.644 20.8 20.8 angle 0 flip 0 renderscale 1 1
