== RENDER LOGGER ==
Study the following SDL_RenderCopyEx() calls to debug render-related issues.
Enable render logger mode on your computer by setting the RENDERLOGGER environmental variable.
frame:actor_id:actor_name

44:-1: dstrect 402.418 113.535 18.1333 18.1333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 311.844 96.6095 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 377.02 190.748 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 357.827 221.013 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 237.018 160.189 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 239.908 146.747 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 318.217 97.1875 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 374.749 140.259 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 292.071 238.626 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 245.074 134.52 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 278.834 102.944 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 361.318 217.5 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 359.609 117.786 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 335.302 101.694 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 243.651 137.32 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 380.504 166.491 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 286.273 100.061 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 291.769 98.5122 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 261.482 114.034 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 280.694 234.933 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 332.249 100.551 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 303.98 240.389 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 277.966 233.722 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 254.078 121.432 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 313.371 96.696 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 380.533 168.552 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 373.667 137.849 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 263.075 112.699 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 369.677 130.514 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 267.498 109.371 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
44:-1: dstrect 267.195 109.583 22.9333 22.9333 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 268.469 67.6719 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 296.678 282.255 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 210.259 122.671 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 423.07 165.801 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 281.257 63.2769 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 360.696 70.7304 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 330.856 281.462 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 203.957 138.906 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 400.77 238.44 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 406.386 230.222 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 302.915 282.893 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 372.016 77.1502 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 294.887 282.006 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 340.042 62.9774 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 388.787 90.4266 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 206.837 130.55 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 203.022 200.21 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 378.089 81.3674 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 417.87 205.34 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 314.949 283.137 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 394.921 96.8039 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 206.85 211.883 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 202.234 197.093 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 242.854 259.929 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 272.3 276.227 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 418.461 203.434 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 208.316 126.942 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 224.219 100.642 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 238.283 86.1874 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 406.073 111.676 17.6 17.6 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 312.294 92.8804 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 381.092 192.249 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 360.833 224.195 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 233.312 159.992 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 236.363 145.804 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 319.021 93.4905 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 378.695 138.955 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 291.423 242.787 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 241.815 132.897 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 277.451 99.567 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 364.518 220.487 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 362.713 115.234 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 337.056 98.2477 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 240.313 135.853 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 384.769 166.644 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 285.303 96.5235 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 291.104 94.8888 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 259.135 111.273 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 279.414 238.889 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 333.833 97.0412 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 303.993 244.648 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 276.534 237.611 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 251.319 119.081 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 313.906 92.9717 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 384.8 168.82 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 377.553 136.411 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 260.816 109.863 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 373.34 128.668 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 265.485 106.351 22.4 22.4 angle 0 flip 0 renderscale 1 1
45:-1: dstrect 265.165 106.575 22.4 22.4 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 267.21 64.2412 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 296.426 286.488 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 206.921 121.205 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 427.332 165.875 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 280.454 59.6892 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 362.73 67.4088 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 331.825 285.666 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 200.393 138.019 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 404.235 241.108 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 410.053 232.596 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 302.886 287.149 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 374.455 74.058 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 294.572 286.23 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 341.339 59.3789 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 391.824 87.8085 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 203.377 129.365 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 199.425 201.512 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 380.744 78.4257 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 421.946 206.826 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 315.349 287.402 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 398.178 94.4136 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 203.39 213.603 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 198.609 198.284 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 240.679 263.364 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 271.177 280.245 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 422.559 204.852 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 204.908 125.628 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 221.38 98.3892 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 235.946 83.4179 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 409.728 109.817 17.0667 17.0667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 312.745 89.1513 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 385.163 193.75 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 363.838 227.377 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 229.606 159.795 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 232.817 144.86 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 319.826 89.7935 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 382.64 137.65 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 290.775 246.947 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 238.556 131.274 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 276.067 96.1898 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 367.717 223.474 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 365.818 112.681 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 338.809 94.8011 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 236.975 134.385 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 389.035 166.797 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 284.333 92.9861 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 290.44 91.2654 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 256.787 108.512 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 278.134 242.845 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 335.418 93.5311 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 304.007 248.907 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 275.103 241.499 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 248.56 116.731 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 314.442 89.2475 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 389.067 169.088 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 381.438 134.973 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 258.557 107.028 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 377.004 126.822 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 263.472 103.331 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
46:-1: dstrect 263.135 103.567 21.8667 21.8667 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 265.95 60.8104 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 296.175 290.72 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 203.583 119.738 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 431.594 165.949 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 279.651 56.1015 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 364.765 64.0873 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 332.794 289.871 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 196.83 137.132 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 407.701 243.776 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 413.719 234.971 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 302.857 291.405 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 376.894 70.9657 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 294.256 290.454 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 342.635 55.7805 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 394.862 85.1904 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 199.916 128.18 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 195.829 202.815 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 383.4 75.4841 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 426.022 208.312 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 315.75 291.666 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 401.435 92.0233 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 199.93 215.322 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 194.984 199.476 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 238.505 266.8 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 270.054 284.263 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 426.656 206.27 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 201.5 124.314 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 218.54 96.136 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 233.608 80.6484 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 413.383 107.958 16.5333 16.5333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 313.195 85.4222 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 389.235 195.251 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 366.843 230.559 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 225.899 159.598 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 229.271 143.916 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 320.631 86.0965 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 386.585 136.346 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 290.127 251.108 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 235.297 129.651 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 274.684 92.8126 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 370.916 226.461 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 368.922 110.128 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 340.563 91.3545 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 233.637 132.918 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 393.3 166.95 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 283.363 89.4488 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 289.775 87.642 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 254.44 105.751 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 276.854 246.8 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 337.002 90.021 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 304.021 253.165 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 273.671 245.387 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 245.802 114.381 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 314.977 85.5232 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 393.333 169.355 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 385.323 133.535 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 256.298 104.193 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 380.667 124.977 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 261.459 100.311 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
47:-1: dstrect 261.105 100.558 21.3333 21.3333 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 264.691 57.3796 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 295.923 294.953 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 200.244 118.272 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 435.856 166.023 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 278.849 52.5137 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 366.799 60.7658 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 333.762 294.075 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 193.267 136.246 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 411.167 246.445 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 417.385 237.345 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 302.827 295.66 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 379.332 67.8735 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 293.94 294.678 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 343.932 52.1821 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 397.899 82.5723 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 196.456 126.995 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 192.232 204.118 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 386.055 72.5424 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 430.099 209.798 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 316.15 295.931 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 404.691 89.6329 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 196.47 217.042 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 191.359 200.667 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 236.331 270.235 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 268.932 288.28 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 430.753 207.688 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 198.092 123 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 215.7 93.8828 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 231.271 77.8789 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 417.038 106.098 16 16 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 313.646 81.6931 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 393.306 196.752 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 369.848 233.742 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 222.193 159.402 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 225.725 142.973 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 321.435 82.3995 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 390.531 135.042 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 289.479 255.269 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 232.039 128.028 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 273.301 89.4354 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 374.115 229.448 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 372.026 107.576 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 342.317 87.9079 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 230.299 131.45 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 397.565 167.104 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 282.393 85.9114 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 289.11 84.0186 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 252.093 102.99 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 275.574 250.756 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 338.586 86.5109 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 304.035 257.424 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 272.24 249.276 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 243.043 112.031 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 315.513 81.7989 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 397.6 169.623 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 389.208 132.097 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 254.04 101.357 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 384.331 123.131 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 259.446 97.2911 20.8 20.8 angle 0 flip 0 renderscale 1 1
48:-1: dstrect 259.075 97.5499 20.8 20.8 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 263.431 53.9489 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 295.671 299.186 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 196.906 116.805 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 440.118 166.097 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 278.046 48.926 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 368.833 57.4442 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 334.731 298.28 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 189.703 135.359 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 414.632 249.113 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 421.051 239.72 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 302.798 299.916 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 381.771 64.7812 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 293.624 298.902 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 345.229 48.5836 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 400.937 79.9543 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 192.995 125.81 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 188.635 205.421 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 388.711 69.6008 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 434.175 211.284 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 316.551 300.195 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 407.948 87.2426 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 193.01 218.762 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 187.734 201.859 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 234.157 273.671 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 267.809 292.298 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 434.851 209.106 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 194.684 121.686 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 212.86 91.6295 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 228.933 75.1094 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 420.693 104.239 15.4667 15.4667 angle 0 flip 0 renderscale 1 1
49:-1: dstrect 314.097 77.964 20.2667 20.2667 angle 0 flip 0 renderscale 1 1
